,address,city,state,zip,longitude,latitude
365,701 Washington Street,"
Helena",MT,59601,-112.003261,46.591605
366,9041 Brighton Road,"
Henderson",CO,80640,-104.91057,39.861104
367,12000 Mariposa Rd,"
Hesperia",CA,92345,-117.346028,34.468909
368,1607 Fairgrove Church Rd,"
Conover",NC,28613,-81.261841,35.700266
369,1513 Old Brandon Rd,"
Hillsboro",TX,76645,-97.098284,32.017628
370,1740 E. Oglethorpe Hwy,"
Hinesville",GA,31313,-81.567189,31.858523
371,3312 North Lovington Hwy,"
Hobbs",NM,88240,-103.157503,32.736833
372,291 Financial Dr,"
Hollister",MO,65672,-93.232148,36.60644
373,345 Griffin Bell Dr.,"
Hopkinsville",KY,42240,-87.4758,36.824742
374,721 Southwest Dr,"
Horn Lake",MS,38637,-90.002269,34.961608
375,4253 Central Avenue,"
Hot Springs",AR,71913,-93.07142,34.45217
376,189 Synergy Center Blvd,"
Houma",LA,70360,-90.76027,29.6295
377,5215 I-10 East,"
Baytown",TX,77521,-94.97842,29.805595
378,15510 John F. Kennedy Blvd,"
Houston",TX,77032,-95.331143,29.942766
379,18201 Kenswick Dr,"
Humble",TX,77338,-95.295983,29.984473
380,5520 East Sam Houston Pkwy North,"
Houston",TX,77015,-95.162637,29.800763
381,4424 Westway Park Blvd,"
Houston",TX,77041,-95.559334,29.833162
382,13290 FM 1960 West,"
Houston",TX,77065,-95.618152,29.91685
383,930 Normandy St,"
Houston",TX,77015,-95.206672,29.773072
384,2451 Shadow View Lane,"
Houston",TX,77077,-95.600832,29.737882
385,1625 West Loop South,"
Houston",TX,77027,-95.455077,29.750909
386,4015 Southwest Fwy,"
Houston",TX,77027,-95.442798,29.728421
387,8776 Airport Blvd,"
Houston",TX,77061,-95.262145,29.653988
388,415 FM 1960,"
Houston",TX,77073,-95.42332,30.02397
389,1105 Hwy 146 South,"
La Porte",TX,77571,-95.029341,29.652135
390,3636 NASA Rd 1,"
Seabrook",TX,77586,-95.04571,29.564498
391,24868 I-45 North,"
Spring",TX,77386,-95.440443,30.12399
392,11130 Northwest Fwy,"
Houston",TX,77092,-95.465559,29.818348
393,9034 West Sam Houston Pkwy N,"
Houston",TX,77064,-95.550816,29.903976
394,6790 Southwest Fwy,"
Houston",TX,77074,-95.503807,29.714147
395,12727 Southwest Fwy,"
Stafford",TX,77477,-95.584424,29.634697
396,15225 Katy Fwy,"
Houston",TX,77094,-95.651186,29.784262
397,10850 Harwin Dr,"
Houston",TX,77072,-95.5584164,29.7172568
398,8383 FM 1960 Rd W,"
Houston",TX,77070,-95.550371,29.95721
399,105 Westchester Rd,"
Madison",AL,35758,-86.760246,34.67557
400,4870 University Dr Northwest,"
Huntsville",AL,35816,-86.654157,34.737782
401,124 I-45 North,"
Huntsville",TX,77340,-95.57009,30.72013
402,3416 Martin Luther King Jr. Blvd,"
Longview",TX,75602,-94.716599,32.450142
403,2501 South 25th East,"
Idaho Falls",ID,83406,-111.981996,43.475482
404,2650 Executive Dr,"
Indianapolis",IN,46241,-86.258276,39.727076
405,5316 West Southern Ave,"
Indianapolis",IN,46241,-86.250875,39.728237
406,2251 Manchester Drive,"
Plainfield",IN,46168,-86.366833,39.673569
407,401 E. Washington Street,"
Indianapolis",IN,46204,-86.150241,39.76692
408,2349 Post Dr,"
Indianapolis",IN,46219,-86.010772,39.801926
409,3880 West 92nd St,"
Indianapolis",IN,46268,-86.228111,39.919988
410,5120 Victory Dr,"
Indianapolis",IN,46203,-86.080358,39.701993
411,3945 W Imperial Hwy,"
Inglewood",CA,90303,-118.343289,33.931271
412,204 West Frontage Rd,"
Iowa",LA,70647,-93.015651,30.251283
413,14972 Sand Canyon Ave,"
Irvine",CA,92618,-117.75964,33.675935
414,10 Aero Rd,"
Bohemia",NY,11716,-73.09548,40.77974
415,501 South Pearson Rd,"
Pearl",MS,39208,-90.1336,32.263526
416,593 E. Beasley Road,"
Jackson",MS,39206,-90.148583,32.385033
417,2370 N. Highland Ave,"
Jackson",TN,38305,-88.828239,35.668846
418,4686 Lenoir Ave South,"
Jacksonville",FL,32216,-81.597755,30.248193
419,3199 Hartley Rd,"
Jacksonville",FL,32257,-81.628115,30.183811
420,1902 South Jackson St,"
Jacksonville",TX,75766,-95.25418,31.941511
421,1515 South Coast Dr,"
Costa Mesa",CA,92626,-117.920452,33.69137
422,3320 South Rangeline Rd,"
Joplin",MO,64804,-94.478449,37.05306
423,110 BMT Dr,"
Jourdanton",TX,78026,-98.532542,28.925651
424,34 Fishermans Way,"
Jupiter",FL,33477,-80.08641,26.93488
425,255 Montclair Dr,"
Kalispell",MT,59901,-114.292834,48.209704
426,6901 North West 83rd St,"
Kansas City",MO,64152,-94.659977,39.244176
427,9461 Lenexa Dr,"
Lenexa",KS,66215,-94.730346,38.958204
428,2214 Taney St,"
N. Kansas City",MO,64116,-94.558833,39.147033
429,1025 S. State Hwy. 123,"
Karnes City",TX,78118,-97.892806,28.870888
430,22455 Katy Fwy,"
Katy",TX,77450,-95.761667,29.784917
431,108 3rd Ave,"
Kearney",NE,68845,-99.088679,40.672163
432,560 Greers Chapel Drive NW,"
Kennesaw",GA,30144,-84.568255,34.00553
433,2600 South Quillan Pl,"
Kennewick",WA,99338,-119.176478,46.186018
434,1940 Sidney Baker St,"
Kerrville",TX,78028,-99.12034,30.065511
435,1112 South Fort Hood St,"
Killeen",TX,76541,-97.74687,31.10988
436,3419 Hotel Way,"
Kingman",AZ,86409,-114.038899,35.223372
437,104 May Creek Dr,"
Kingsland",GA,31548,-81.663195,30.789723
438,10150 Airport Pkwy,"
Kingsport",TN,37663,-82.431179,36.505221
439,2151 S Hwy 77,"
Kingsville",TX,78363,-97.844655,27.496837
440,22790 Highway 59 N,"
Kingwood",TX,77339,-95.252641,30.047295
441,126 Cusick Rd,"
Alcoa",TN,37701,-83.982284,35.811657
442,1317 Kirby Road,"
Knoxville",TN,37909,-83.999929,35.945744
443,7534 Conner Rd,"
Powell",TN,37849,-83.998219,36.051469
444,7210 Saddle Rack St,"
Knoxville",TN,37914,-83.774636,35.999207
445,511 Albany Dr.,"
Kokomo",IN,46901,-86.124702,40.437956
446,18869 IH-35 North,"
Kyle",TX,78640,-97.847586,30.03152
447,101 E. 500 N.,"
La Verkin
",UT,84745,-113.268244,37.211246
448,2100 Northeast Evangeline Thruway,"
Lafayette",LA,70501,-92.013138,30.252072
449,312 Meijer Drive,"
Lafayette",IN,47905,-86.81547,40.413169
450,111 Hoffman Drive,"
LaGrange",GA,30241,-84.973645,33.039924
451,1201 West Prien Lake Rd,"
Lake Charles",LA,70601,-93.239084,30.197927
452,1008 Sampson St.,"
Westlake",LA,70669,-93.257205,30.246001
453,70 Kaibab Road,"
Page",AZ,86040,-111.476297,36.90552
454,4315 Lakeland Park Dr,"
Lakeland",FL,33809,-81.953759,28.096903
455,1024 Lakeland Park Center Drive,"
Lakeland",FL,33809,-81.971105,28.087763
456,25 Eastbrook Road,"
Ronks",PA,17572,-76.193115,40.023761
457,7220 Bob Bullock Loop,"
Laredo",TX,78041,-99.444551,27.561029
458,3610 Santa Ursula Ave,"
Laredo",TX,78041,-99.50325,27.532
459,790 Avenida de Mesilla,"
Las Cruces",NM,88005,-106.788165,32.292339
460,1500 Hickory Dr,"
Las Cruces",NM,88005,-106.787281,32.290597
461,3970 Paradise Rd,"
Las Vegas",NV,89169,-115.1547,36.116843
462,6560 Surrey St,"
Las Vegas",NV,89119,-115.123732,36.070515
463,4288 North Nellis Blvd,"
Las Vegas",NV,89115,-115.061918,36.238003
464,9570 W. Sahara Ave,"
Las Vegas",NV,89117,-115.303194,36.145679
465,7101 Cascade Valley Ct,"
Las Vegas",NV,89128,-115.247738,36.211531
466,4975 S. Valley View Blvd,"
Las Vegas",NV,89118,-115.190281,36.100521
467,833 New Loudon Rd,"
Latham",NY,12110,-73.75967,42.7511
468,1408 North West 40th ST,"
Lawton",OK,73505,-98.443393,34.624755
469,5249 West Century Blvd,"
Los Angeles",CA,90045,-118.37272,33.94562
470,140 Dixie Avenue,"
Lebanon",TN,37090,-86.301809,36.18129
471,1308 Entrance Road,"
Leesville",LA,71446,-93.237992,31.053792
472,22769 Three Notch Rd,"
California",MD,20619,-76.496884,38.292624
473,100 Canebrake Dr,"
Lexington",KY,40509,-84.385144,37.960743
474,1920 Stanton Way,"
Lexington",KY,40511,-84.481587,38.100612
475,4433 North 27th St,"
Lincoln",NE,68521,-96.683443,40.855042
476,204 West Centennial Blvd,"
Lindale",TX,75771,-95.394899,32.474297
477,617 South Broadway,"
Little Rock",AR,72201,-92.27588,34.74349
478,4311 Warden Rd,"
North Little Rock",AR,72116,-92.220752,34.795032
479,9 Crossings Court,"
Little Rock",AR,72205,-92.398227,34.726675
480,408 West Commerce Dr,"
Bryant",AR,72022,-92.500573,34.620835
481,7700 Southfront Rd,"
Livermore",CA,94551,-121.7006,37.71517
482,402 Hwy 59 Loop South,"
Livingston",TX,77351,-94.95272,30.703468
483,4832 Bill Gardner Pkwy,"
Locust Grove",GA,30248,-84.123613,33.353328
484,853 S Hwy 89/91,"
Logan",UT,84321,-111.83615,41.7165
485,908 East Hawkins Pkwy,"
Longview",TX,75605,-94.732051,32.546855
486,20 W Pacheco Blvd,"
Los Banos",CA,93635,-120.854114,37.057219
487,12400 Hwy 72 N,"
Loudon",TN,37774,-84.389969,35.732989
488,4125 Preston Hwy.,"
Louisville",KY,40213,-85.727949,38.192585
489,1501 Alliant Ave,"
Louisville",KY,40299,-85.536232,38.220454
490,1450 Cascade Ave,"
Loveland",CO,80538,-105.130411,40.408029
491,601 Ave Q,"
Lubbock",TX,79401,-101.855234,33.589956
492,5006 Auburn St,"
Lubbock",TX,79416,-101.91894,33.60156
493,6504 I-27 South,"
Lubbock",TX,79412,-101.845508,33.535596
494,4115 Marsha Sharp Fwy,"
Lubbock",TX,79407,-101.902077,33.575905
495,2119 S. 1st St,"
Lufkin",TX,75901,-94.725596,31.305239
496,203 E HWY 90,"
Luling",TX,78648,-97.591238,29.655479
497,104 N. LHS Dr,"
Lumberton",TX,77657,-94.218101,30.259229
498,3320 Candlers Mountain Road,"
Lynchburg",VA,24502,-79.175326,37.368325
499,4300 Alderwood Mall Blvd,"
Lynnwood",WA,98036,-122.29134,47.81724
500,4615 Chambers Rd,"
Macon",GA,31206,-83.72213,32.807188
501,3944 River Pl Dr,"
Macon",GA,31210,-83.68522,32.904598
502,5217 East Terrace Dr,"
Madison",WI,53718,-89.291393,43.14345
503,6950 Nova Way,"
Manassas",VA,20109,-77.519177,38.805862
504,21 Front Street,"
Manchester",NH,3102,-71.472708,43.003713
505,17 West 32nd St,"
New York",NY,10001,-73.98662,40.7477
506,120 Stander Ave,"
Mansfield",OH,44903,-82.510474,40.694316
507,1503 Breckenridge Rd,"
Mansfield",TX,76063,-97.141044,32.593238
508,1524 Colony Rd,"
Ripon",CA,95366,-121.141615,37.753437
509,501 Hwy 2147 West,"
Marble Falls",TX,78654,-98.277211,30.561051
510,6015 East End Blvd South,"
Marshall",TX,75672,-94.360425,32.48638
511,12909 I H 37,"
Mathis",TX,78368,-97.817867,28.11077
512,1137 S. George Nigh Expressway,"
McAlester",OK,74501,-95.755517,34.899402
513,801 S. Ware Rd,"
McAllen",TX,78501,-98.26219,26.198981
514,1120 South 10th Street,"
McAllen",TX,78501,-98.233374,26.19321
515,100 Mill Road,"
McDonough",GA,30253,-84.214967,33.459534
516,6501 Henneman Way,"
McKinney",TX,75070,-96.699718,33.138989
517,350 Bent Creek Blvd.,"
Mechanicsburg",PA,17050,-77.030107,40.253855
518,4510 West New Haven Avenue,"
Melbourne",FL,32904,-80.7018781,28.0793446
519,7200 George T. Edwards Dr,"
Melbourne",FL,32940,-80.721638,28.231545
520,2979 Millbranch Rd,"
Memphis",TN,38116,-90.006865,35.067586
521,6069 Macon Cove,"
Memphis",TN,38134,-89.861583,35.162763
522,1236 Primacy Pkwy,"
Memphis",TN,38119,-89.862297,35.097984
523,2839 New Brunswick Rd,"
Memphis",TN,38133,-89.781503,35.200804
524,310 Union Avenue,"
Memphis",TN,38103,-90.046275,35.141925
525,7007 East Expressway 83,"
Mercedes",TX,78570,-97.880405,26.159916
526,800 S Allen Street,"
Meridian",ID,83642,-116.356609,43.597644
527,1400 Roebuck Dr,"
Meridian",MS,39301,-88.69152,32.35028
528,8210 Louisiana St,"
Merrillville",IN,46410,-87.31998,41.469543
529,6530 East Superstition Springs Blvd,"
Mesa",AZ,85206,-111.69214,33.385823
530,3501 NW 42nd Ave,"
Miami",FL,33142,-80.264012,25.806535
531,7401 North West 36th St,"
Miami",FL,33166,-80.316887,25.809667
532,8730 North West 27th St,"
Miami",FL,33172,-80.33896,25.79953
533,10821 Caribbean Blvd,"
Cutler Bay",FL,33189,-80.366235,25.579371
534,7925 North West 154th St,"
Miami Lakes",FL,33016,-80.329257,25.913452
535,2606 North Loop 250 West,"
Midland",TX,79707,-102.155281,32.006762
536,4130 West Wall St,"
Midland",TX,79703,-102.122161,31.971819
537,24 Beaver St,"
Milford",MA,1757,-71.486406,42.148936
538,1839 N Columbia Street,"
Milledgeville",GA,31061,-83.248516,33.104168
539,7141 South 13th St,"
Oak Creek",WI,53154,-87.931743,42.914898
540,5423 North Port Washington Rd,"
Glendale",WI,53217,-87.917059,43.115378
541,2801 Hillside Dr,"
Delafield",WI,53018,-88.371977,43.047779
542,5110 North Port Washington Rd,"
Glendale",WI,53217,-87.916214,43.109647
543,15300 West Rock Ridge Rd,"
New Berlin",WI,53151,-88.10518,42.95197
544,20391 West Bluemound Rd,"
Brookfield",WI,53045,-88.165616,43.034957
545,7815 Nicollet Ave South,"
Bloomington",MN,55420,-93.276393,44.860576
546,5151 American Blvd West,"
Bloomington",MN,55437,-93.347332,44.855762
547,10420 Wayzata Blvd,"
Minnetonka",MN,55305,-93.411282,44.973954
548,7011 Northland Circle,"
Brooklyn Park",MN,55428,-93.390783,45.08183
549,1605 35th Avenue S. W.,"
Minot",ND,58701,-101.319525,48.198925
550,805 Travis St,"
Mission",TX,78572,-98.306448,26.196839
551,5059 North Reserve St,"
Missoula",MT,59808,-114.034784,46.911731
552,815 South Main St,"
Moab",UT,84532,-109.547306,38.561476
553,8946 Sawwood St,"
Daphne",AL,36527,-87.854061,30.666209
554,"6104
Hwy 43","
Satsuma",AL,36572,-88.048151,30.870832
555,5170 Motel Ct,"
Mobile",AL,36619,-88.167569,30.584474
556,816 West I-65 Service Rd South,"
Mobile",AL,36609,-88.12949,30.67519
557,4909 Sisk Rd,"
Salida",CA,95368,-121.07822,37.70964
558,5450 27th St,"
Moline",IL,61265,-90.499052,41.456445
559,1314 West I-20,"
Monahans",TX,79756,-102.907087,31.571786
560,23090 Sunnymead Blvd,"
Moreno Valley",CA,92553,-117.2598,33.939646
561,2018 Allison St,"
Morgan City",LA,70380,-91.18171,29.69577
562,17043 Condit Rd.,"
Morgan Hill",CA,95037,-121.633076,37.133845
563,5000 Gateway Drive,"
Morgantown",WV,26501,-80.013616,39.656936
564,185 Warbonnet Dr,"
Moscow",ID,83843,-117.037499,46.733864
565,7001 Hwy 63 North,"
Moss Point",MS,39563,-88.530419,30.442917
566,5000 Clover Road,"
Mount Laurel",NJ,8054,-74.956402,39.926469
567,1620 Rotan Ave,"
Mt. Pleasant",TX,75455,-95.002912,33.172034
568,1701 North 32nd Street,"
Muskogee",OK,74401,-95.402952,35.766159
569,4709 North Kings Hwy,"
Myrtle Beach",SC,29577,-78.84848,33.723061
570,1561 21st Ave North,"
Myrtle Beach",SC,29577,-78.888858,33.714726
571,1555 5th Ave South,"
Naples",FL,34102,-81.78349,26.13932
572,185 Bedzel Circle,"
Naples",FL,34104,-81.687641,26.15669
573,2345 Atrium Way,"
Nashville",TN,37214,-86.691236,36.155521
574,531 Donelson Pike,"
Nashville",TN,37214,-86.666299,36.146574
575,4207 Franklin Commons Ct,"
Franklin",TN,37067,-86.823339,35.91155
576,4311 Sidco Dr,"
Nashville",TN,37204,-86.761976,36.08397
577,12441 Carson St,"
Hawaiian Gardens",CA,90716,-118.066337,33.832073
578,365 Hwy 46 South,"
New Braunfels",TX,78130,-98.09222,29.699459
579,22025 US 59,"
New Caney",TX,77357,-95.2280169,30.1274498
580,130 Limekiln Rd.,"
New Cumberland",PA,17070,-76.878702,40.214756
581,400 Sargent Dr,"
New Haven",CT,6511,-72.919961,41.294035
582,611A Queen City Dr,"
New Iberia",LA,70560,-91.856625,29.986721
583,2610 Williams Blvd,"
Kenner",LA,70062,-90.240542,30.004417
584,3100 I-10 Service Rd,"
Metairie",LA,70001,-90.154904,29.994746
585,301 Camp St,"
New Orleans",LA,70130,-90.068979,29.950859
586,794 East I-10 Service Rd,"
Slidell",LA,70461,-89.749417,30.28251
587,5900 Veterans Memorial Blvd,"
Metairie",LA,70003,-90.205791,30.005699
588,50 Terry Pkwy,"
Gretna",LA,70056,-90.039192,29.924645
589,31 West 71st Street,"
New York",NY,10023,-73.977703,40.776155
590,304 Belle Hill Road,"
Elkton",MD,21921,-75.803766,39.637612
591,45 Southeast 32nd St,"
Newport",OR,97365,-124.049293,44.615026
592,6225 Niagara Falls Blvd,"
Niagara Falls",NY,14304,-78.99289,43.089578
593,1387 North Military Hwy,"
Norfolk",VA,23502,-76.210997,36.871778
594,192 Newtown Rd,"
Virginia Beach",VA,23462,-76.184553,36.843641
595,1601B Hwy 17 North,"
North Myrtle Beach",SC,29582,-78.65873,33.84463
596,2600 Eagles Wings Pl,"
North Platte",NE,69101,-100.726731,41.108469
597,6020 West Hospitality Rd,"
Tucson",AZ,85743,-111.093134,32.358763
598,136 Regency Park,"
OFallon",IL,62269,-89.938709,38.588545
599,8465 Enterprise Way,"
Oakland",CA,94621,-122.193325,37.742507
600,20777 Hesperian Blvd,"
Hayward",CA,94541,-122.11782,37.664537
601,3530 SW 36th Ave,"
Ocala",FL,34474,-82.182844,29.150842
602,106 32nd Street,"
Ocean City",MD,21842,-75.072791,38.361378
603,816 North Atlantic Ave,"
Daytona Beach",FL,32118,-81.014023,29.239315
604,4118 Faudree Rd,"
Odessa",TX,79765,-102.288743,31.917617
605,4122 Faudree Road,"
Odessa",TX,79765,-102.288553,31.918492
606,5001 East Bus. I-20,"
Odessa",TX,79761,-102.312935,31.873196
607,3003 West Memorial Rd,"
Oklahoma City",OK,73134,-97.570143,35.610715
608,808 S. Meridian Ave.,"
Oklahoma City",OK,73108,-97.600556,35.458611
609,5653 Tinker Diagonal,"
Midwest City",OK,73110,-97.42237,35.446053
610,2140 Riverwalk Dr,"
Moore",OK,73160,-97.49318,35.319147
611,930 Ed Noble Pkwy,"
Norman",OK,73072,-97.482773,35.207202
612,4829 Northwest Expressway,"
Oklahoma City",OK,73132,-97.608978,35.545383
613,11500 West - I 40 Service Rd,"
Yukon",OK,73099,-97.726092,35.467032
614,20570 West 151st St,"
Olathe",KS,66061,-94.819061,38.855918
615,4704 Park Center Ave Northeast,"
Lacey",WA,98516,-122.821183,47.049379
616,1201 Ave H,"
Carter Lake",IA,51510,-95.914052,41.281023
617,3330 North 104th Ave,"
Omaha",NE,68134,-96.075383,41.289464
618,10760 M St,"
Omaha",NE,68127,-96.079951,41.211681
619,3555 Inland Empire Blvd,"
Ontario",CA,91764,-117.572896,34.07152
620,2721 Hotel Terrace,"
Santa Ana",CA,92705,-117.85324,33.71015
621,2220 Hwy 62 South,"
Orange",TX,77630,-93.820249,30.112789
622,521 West University Pkwy,"
Orem",UT,84058,-111.708174,40.272696
623,1100 West 780 North,"
Orem",UT,84057,-111.722159,40.311346
624,7160 North Frontage Rd,"
Orlando",FL,32812,-81.312991,28.459061
625,7931 Daetwyler Dr,"
Orlando",FL,32812,-81.338811,28.452227
626,8504 Universal Blvd,"
Orlando",FL,32819,-81.468404,28.440714
627,5825 International Dr,"
Orlando",FL,32819,-81.46011,28.46313
628,1060 Greenwood Blvd,"
Lake Mary",FL,32746,-81.364027,28.748653
629,2051 Consulate Dr,"
Orlando",FL,32837,-81.405644,28.428448
630,11805 Research Pkwy,"
Orlando",FL,32826,-81.207217,28.588528
631,5621 Major Blvd,"
Orlando",FL,32819,-81.45298,28.481027
632,1886 Rath Lane,"
Oshkosh",WI,54902,-88.581723,44.03283
633,10610 Marty St,"
Overland Park",KS,66212,-94.67074,38.93515
634,8949 N Garnett Rd.,"
Owasso",OK,74055,-95.847394,36.284741
635,100 Colonial Drive,"
Oxford",AL,36203,-85.790504,33.613421
636,3960 Coleman Crossing Circle,"
Paducah",KY,42001,-88.68294,37.08611
637,3000 South Loop 256,"
Palestine",TX,75801,-95.629281,31.734226
638,500 W Harvester,"
Pampa",TX,79065,-100.970668,35.549916
639,17710 West Panama City Beach Pkwy,"
Panama City Beach",FL,32413,-85.904302,30.236849
640,7115 Coastal Palms Blvd,"
Panama City Beach",FL,32408,-85.761369,30.174413
641,1030 East 23rd St,"
Panama City",FL,32405,-85.642207,30.189363
642,3205 Northeast Loop 286,"
Paris",TX,75460,-95.51776554,33.67347831
643,2205 Pasadena Freeway,"
Pasadena",TX,77506,-95.183269,29.713591
644,3490 East Sam Houston Pkwy South,"
Pasadena",TX,77505,-95.158081,29.658621
645,2615 Buena Vista Dr,"
Paso Robles",CA,93446,-120.671403,35.645172
646,9002 Broadway St,"
Pearland",TX,77584,-95.359365,29.558498
647,170 Medical Dr,"
Pearsall",TX,78061,-99.118953,28.898133
648,101 South Frontage Road I-20 West,"
Pecos",TX,79772,-103.501103,31.395457
649,7750 North Davis Hwy,"
Pensacola",FL,32514,-87.221229,30.50556
650,4389 Venture Dr,"
Peru",IL,61354,-89.129994,41.363135
651,4607 N Cage Blvd,"
Pharr",TX,78577,-98.178405,26.234571
652,4603 N. Cage Blvd,"
Pharr",TX,78577,-98.17921,26.234456
653,53 Industrial Highway,"
Essington",PA,19029,-75.30739,39.867421
654,15241 South 50th St,"
Phoenix",AZ,85044,-111.97356,33.306932
655,4929 West McDowell Rd,"
Phoenix",AZ,85035,-112.16634,33.46581
656,902 West Grove Ave,"
Mesa",AZ,85210,-111.852067,33.390577
657,2510 W Greenway Rd,"
Phoenix",AZ,85023,-112.114636,33.625699
658,8888 East Shea Blvd,"
Scottsdale",AZ,85260,-111.890062,33.583395
659,911 South 48th St,"
Tempe",AZ,85281,-111.977048,33.420344
660,2725 North Black Canyon Hwy,"
Phoenix",AZ,85009,-112.112429,33.479474
661,16321 North 83rd Ave,"
Peoria",AZ,85382,-112.232847,33.634992
662,219 Emert St,"
Pigeon Forge",TN,37863,-83.552852,35.78238
663,125 Community Center Drive,"
Pigeon Forge",TN,37863,-83.579771,35.806506
664,2410 S Broadway St.,"
Pittsburg",KS,66762,-94.706291,37.382809
665,8507 University Blvd,"
Moon Township",PA,15108,-80.222608,40.5079
666,18 Pratt Rd,"
Plainfield",CT,6374,-71.91094,41.664265
667,6624 Communications Parkway,"
Plano",TX,75024,-96.832264,33.062755
668,7901 Southwest 6th St,"
Plantation",FL,33324,-80.25739,26.11385
669,16 Plaza Blvd,"
Plattsburgh",NY,12901,-73.496464,44.697585
670,7540 118th Ave,"
Pleasant Prairie",WI,53158,-87.949722,42.566526
671,1440 Bench Road,"
Pocatello",ID,83201,-112.433173,42.900519
672,3200 W. Temple Ave.,"
Pomona",CA,91768,-117.80381,34.046394
673,3413 N 14th St,"
Ponca City",OK,74601,-97.067042,36.745642
674,14 Regency Parkway,"
Pontoon Beach",IL,62040,-90.071973,38.745169
675,7540 Memorial Blvd,"
Port Arthur",TX,77642,-93.980848,29.937235
676,812 Kings Hwy,"
Port Charlotte",FL,33980,-82.04843,27.017164
677,910 Hwy 35 North,"
Port Lavaca",TX,77979,-96.630024,28.632121
678,1791 Dunlawton,"
Port Orange",FL,32129,-81.028048,29.107523
679,11207 Northeast Holman St,"
Portland",OR,97220,-122.547128,45.568957
680,4319 NW Yeon Ave,"
Portland",OR,97210,-122.730422,45.553342
681,340 Park Ave,"
Portland",ME,4102,-70.28195,43.65567
682,261 Interstate Commercial Parkloop,"
Prattville",AL,36066,-86.40979,32.48599
683,4499 E State Route 69,"
Prescott",AZ,86301,-112.384424,34.551183
684,4801 North Elizabeth St,"
Pueblo",CO,81008,-104.616446,38.324071
685,37-18 Queens Blvd,"
Long Island City",NY,11101,-73.92823,40.743988
686,1450 Tyler Ave,"
Radford",VA,24141,-80.540369,37.126777
687,191 Crescent Commons,"
Cary",NC,27518,-78.784147,35.735803
688,2211 Summit Park Ln,"
Raleigh",NC,27612,-78.676053,35.833622
689,1001 Aerial Center Pkwy,"
Morrisville",NC,27560,-78.816589,35.85856
690,1001 Hospitality Ct,"
Morrisville",NC,27560,-78.816956,35.859906
691,11131 Folsom Blvd,"
Rancho Cordova",CA,95670,-121.270881,38.605137
692,1416 North Elk Vale Rd,"
Rapid City",SD,57701,-103.14887,44.09956
693,128 North Expressway 77,"
Raymondville",TX,78580,-97.769971,26.483886
694,2180 Hilltop Dr,"
Redding",CA,96002,-122.357954,40.575875
695,4001 Market St,"
Reno",NV,89502,-119.782373,39.509542
696,1301 Huguenot Rd,"
Midlothian",VA,23113,-77.611606,37.509295
697,16280 International Street,"
Doswell",VA,23047,-77.446414,37.849904
698,9040 Pams Ave,"
Richmond",VA,23237,-77.427581,37.401114
699,1751 Lexington Rd,"
Richmond",KY,40475,-84.312822,37.769434
700,600 Wapiti Ct,"
Rifle",CO,81650,-107.77357,39.52396
701,140 Sheraton Dr,"
Salem",VA,24153,-80.032353,37.321267
702,4353 Canal Place SE,"
Rochester",MN,55904,-92.46287,43.959183
703,7401 Walton St.,"
Rockford",IL,61108,-88.971828,42.268576
704,2921 Highway 35 N,"
Rockport",TX,78382,-97.041797,28.058097
705,689 East Interstate 30,"
Rockwall",TX,75087,-96.469065,32.896964
706,15 Chateau Dr,"
Rome",GA,30161,-85.153265,34.222206
707,28332 Southwest Fwy 59,"
Rosenberg",TX,77471,-95.811751,29.532868
708,200 East 19th St,"
Roswell",NM,88201,-104.519935,33.415771
709,150 Parker Dr,"
Austin",TX,78728,-97.674186,30.474859
710,26147 US Highway 70,"
Ruidoso Downs",NM,88346,-105.621959,33.326486
711,111 East Harrell Dr,"
Russellville",AR,72802,-93.135191,35.303822
712,200 Jibboom St,"
Sacramento",CA,95811,-121.505185,38.597887
713,4604 Madison Ave,"
Sacramento",CA,95841,-121.357287,38.659677
714,8 Keewaydin Dr,"
Salem",NH,3079,-71.245871,42.774373
715,890 Hawthorne Ave Southeast,"
Salem",OR,97301,-122.99615,44.920551
716,201 East Diamond Drive,"
Salina",KS,67401,-97.610458,38.878368
717,300 South Salisbury Blvd,"
Salisbury",MD,21801,-75.596638,38.364309
718,4905 West Wiley Post Way,"
Salt Lake City",UT,84116,-112.008206,40.773405
719,1965 North 1200 West,"
Layton",UT,84041,-111.987963,41.088349
720,7231 South Catalpa St,"
Midvale",UT,84047,-111.902494,40.619935
721,3540 South 2200 West,"
Salt Lake City",UT,84119,-111.94858,40.695563
722,2307 Loop 306,"
San Angelo",TX,76904,-100.475807,31.416031
723,850 Halm Blvd,"
San Antonio",TX,78216,-98.481047,29.518862
724,3180 Goliad Rd,"
San Antonio",TX,78223,-98.429394,29.35111
725,100 W. Cesar Chavez Blvd,"
San Antonio",TX,78204,-98.497408,29.420247
726,6111 IH-10 East,"
San Antonio",TX,78219,-98.3625966,29.445694
727,6410 I-35 North,"
San Antonio",TX,78218,-98.401802,29.488601
728,12822 I-35 North,"
San Antonio",TX,78233,-98.34608,29.555856
729,6511 West Military Drive,"
San Antonio",TX,78227,-98.627563,29.400525
730,900 Dolorosa St,"
San Antonio",TX,78207,-98.499488,29.424297
731,4431 Horizon Hill Blvd,"
San Antonio",TX,78229,-98.555667,29.51654
732,1017 N Loop 1604 E,"
San Antonio",TX,78232,-98.478011,29.611989
